226.6666667,208.8333333,85.75,166,181.9166667,131.0833333,127.4166667,161.25,108.5,118,155.3333333,370.9166667,619.4166667,523.1666667,557,366.8333333,469.4166667,348.8333333,138.9166667,170.9166667,152.1666667,131.1666667,271.9166667,217,212.25,195.4166667,253.8333333,308.6666667,155.25,96.08333333,144.75,162.5833333,171.5,209.4166667,197.0833333,227.9166667,320.9166667,479.1666667,330.75,392.9166667,494.3333333,479,437.1666667,516.5833333,619.5833333,610.25,569.5833333,411.5833333,
234.4166667,101.0833333,82.5,148.3333333,125.75,82.08333333,79.16666667,91.41666667,186.1666667,102.5833333,99.33333333,381.1666667,615.8333333,265.5,278.6666667,651.1666667,346.5833333,293.8333333,256.9166667,195,152.6666667,102.75,100,89.41666667,206.8333333,192.5,122.5,93,85.66666667,136.3333333,95.58333333,147.5,194.9166667,344,475.5,301.0833333,568.4166667,860.4166667,907.6666667,705.5833333,364.8333333,582.0833333,459.4166667,475.6666667,555.3333333,349.8333333,471.1666667,294.1666667,
313.9166667,257.3333333,132.5,120.5,94.58333333,161.25,119,240.4166667,152.6666667,121.4166667,354.9166667,177.6666667,383.0833333,810.75,647.8333333,624.5,449.5,102,143.1666667,90.66666667,173.3333333,118.75,119.6666667,134.4166667,183.75,120.5,71.75,75.16666667,94.58333333,95.25,132,177.1666667,176.25,209.6666667,184.9166667,235,252.3333333,886.75,1266.416667,575.1666667,347.9166667,516.5833333,395,402.5,385.75,463.9166667,399.3333333,319.8333333,
237.4166667,156.1666667,134.6666667,136.75,70.66666667,79,110.1666667,94.41666667,63.08333333,86.66666667,140.5833333,184.25,338.1666667,667.3333333,763.3333333,521.0833333,185.1666667,262.3333333,448.0833333,563.9166667,313,198.75,116.5,150.1666667,139.25,96.58333333,109.6666667,136.8333333,155,226.5833333,150.75,245.0833333,151.5,137.5,417.5833333,339.5833333,379.25,403.1666667,355,428.0833333,851,396.9166667,599.6666667,592.9166667,500,592.3333333,427.3333333,260.5833333,
239.9166667,73.58333333,223.3333333,136.5,119.5,196.3333333,194.4166667,128.5,161.1666667,89.66666667,183.3333333,148,294.3333333,777.25,798.9166667,371.75,193.1666667,172.1666667,135.4166667,128.4166667,218.0833333,431.5833333,121.5833333,153.5,128.5,108.6666667,268.75,108,124.1666667,205.5833333,215.5,254.0833333,191.6666667,203.8333333,323.25,326.8333333,352.5833333,231.75,252.8333333,530.75,508.0833333,918.75,688.5833333,432.8333333,527.0833333,527.25,474.5833333,371.6666667,
124.25,143.0833333,83.08333333,172.9166667,139.9166667,182.1666667,100.3333333,126.1666667,145.5833333,162.0833333,75.16666667,90.91666667,407.5833333,738.75,951.5,657.8333333,593.1666667,228.75,202.75,197.1666667,209.6666667,190.5833333,227.0833333,227.4166667,145,175,305.3333333,253.25,160.0833333,109.25,173.3333333,210,216.3333333,305.4166667,456.5,531.9166667,384.4166667,378.5,333.3333333,423.9166667,392.5,447.4166667,447.6666667,544.5,584,285.9166667,252.0833333,201.25,
239.1666667,252.25,149.5833333,185.0833333,119.1666667,233.75,133.25,151.8333333,131.4166667,181.9166667,188.8333333,161,186.0833333,311.4166667,275.5833333,464.25,589,354.75,437.25,259.3333333,195.5833333,216.0833333,175.5,189.75,184.0833333,138.25,108.25,147.25,261.75,385.5,463.75,258.4166667,412.75,265.75,258.5833333,240.4166667,143.6666667,271.5833333,292.8333333,892.25,498.8333333,503,447.6666667,479.4166667,589.4166667,428.75,285.8333333,290.4166667,
233.3333333,187.8333333,122.5,89.91666667,166,205.3333333,122.0833333,126,155.75,178.5,96,154,200.1666667,228.6666667,498.0833333,383.1666667,363.4166667,246.9166667,565.25,1073.166667,296.5,179.0833333,270.25,115.9166667,318.0833333,288.3333333,159.0833333,190.9166667,172.0833333,191.1666667,178.9166667,82.58333333,120.0833333,208.8333333,289.5833333,405.8333333,336.1666667,350.6666667,440.3333333,598.5,778.1666667,628.75,497.9166667,536.5833333,308.9166667,363.1666667,313,159.9166667,
142.6666667,155.8333333,190.3333333,176.1666667,119,190.9166667,103.0833333,114.5833333,99.41666667,103.3333333,129.1666667,209.0833333,199.6666667,226.4166667,418.5833333,450,325.0833333,1045.833333,603.0833333,171.8333333,105.6666667,81.25,235.5,145.5,73.08333333,124.75,106,63.33333333,91.16666667,132.9166667,92.58333333,153.75,443.25,488.5,360.1666667,338.6666667,434.9166667,393.3333333,376.8333333,461.5,562.1666667,492.25,557,660.5833333,460.25,671,442.9166667,245.25,
295.25,170.4166667,109.3333333,151.3333333,70.16666667,93.16666667,240.25,123.0833333,102.5,177.5833333,122.9166667,239.75,232.1666667,247.8333333,440.3333333,292.1666667,196,235.75,190.6666667,143.25,178.8333333,118.5,144.5,210.4166667,303.25,486.75,436.75,145.1666667,134.0833333,173.25,177.75,428.6666667,507.25,598.9166667,184.6666667,176.1666667,239.9166667,117.3333333,224.5,476.1666667,1061.833333,648.6666667,738.9166667,469.0833333,563.8333333,440.1666667,449,366.5,
