237.25,98.83333333,103.25,92.75,163,184.25,185.0833333,155,116.5833333,110.3333333,130.4166667,210.3333333,270.0833333,543.25,621.5,571.3333333,245.5833333,247,185.75,159.1666667,124.3333333,258.75,440.6666667,373.0833333,234.9166667,168.25,159,129.3333333,185.5833333,180.1666667,245.5833333,294.25,354.6666667,432.6666667,462.8333333,248.6666667,253,240.3333333,448.5833333,450.8333333,463.8333333,754.9166667,386.9166667,482.5,474.4166667,377.0833333,462.9166667,315.25,
229.0833333,162.0833333,128,97.75,132.8333333,124.5833333,109.5,126.1666667,147.8333333,154.9166667,153.5,147.9166667,326,225.9166667,359.25,546.5,580,404,375.1666667,248.1666667,248.5,266.6666667,143.9166667,323.75,288.3333333,529.1666667,160.4166667,103.0833333,131.6666667,80.91666667,92.75,230.5833333,215.8333333,219.8333333,306.8333333,597.4166667,814.5833333,344.6666667,355.9166667,390.6666667,356.9166667,465.25,439.4166667,429.6666667,343.6666667,703,386.5833333,308.5,
236.3333333,290.3333333,223.4166667,201.6666667,142.9166667,94,138.0833333,90.16666667,304.1666667,248.9166667,72.91666667,80.33333333,180.25,297.0833333,399.6666667,405.25,457.75,528,381.8333333,112.75,178.0833333,259.25,198.75,165.8333333,159.8333333,90.91666667,145.8333333,107.5,73.5,166.75,221.1666667,303.8333333,365.75,369.75,239.3333333,553.6666667,397.9166667,313.5,354.5833333,323.9166667,487.5833333,623.8333333,503.8333333,855.5833333,510.25,563.8333333,436.5,294.1666667,
121.5833333,186.0833333,122.5833333,142.4166667,144.4166667,95.75,127.4166667,70.83333333,108.9166667,127.5,100.9166667,145.8333333,194.1666667,574.5,238.4166667,267.6666667,348.5,435.5833333,327.3333333,171.5,189.3333333,228.3333333,167.25,196.3333333,485.4166667,129.9166667,137.9166667,298.5833333,244.8333333,201.75,404.5833333,380.0833333,301.6666667,263.9166667,330,559.75,452.5833333,401.8333333,448.8333333,903.25,853.25,468.9166667,427,423,489.3333333,203.0833333,269.75,188.4166667,
186.8333333,132.9166667,154.5833333,78.5,98.66666667,124.5,175.4166667,188.3333333,67.08333333,67.16666667,104.0833333,115.0833333,179.75,262.6666667,561,657.5,170.25,137.4166667,280.25,234.8333333,175.4166667,285.75,289,200.75,287.8333333,117.75,89.66666667,232.3333333,153,93.16666667,111.5,200.4166667,331.4166667,279.8333333,624.1666667,668.1666667,480.8333333,368.5,465.25,708.4166667,598.75,399.9166667,583.5833333,480.3333333,509.5,460,509.4166667,307.4166667,
112.1666667,162.4166667,116.4166667,148.1666667,149.1666667,120.8333333,77.08333333,128.6666667,188.1666667,121.3333333,144.5,150.9166667,222.8333333,176.3333333,528.9166667,699.1666667,393.5,421.0833333,390.5833333,176.3333333,192.5833333,152.0833333,336.6666667,317.5,206.4166667,208.3333333,181.8333333,189.6666667,259,83.33333333,97.08333333,242.3333333,365,326.5,226.1666667,195.1666667,303.5,411.4166667,366.4166667,582.0833333,849.5,646.4166667,555,783,422.4166667,452.6666667,348.3333333,181.25,
401.3333333,325.4166667,162.75,128.6666667,190.9166667,145.75,182.3333333,152.5833333,92.33333333,104.3333333,256.3333333,308.25,187,150.5,269.3333333,236.1666667,309.4166667,274.6666667,243.25,166.1666667,183.75,261,161,110.3333333,137.4166667,190.1666667,117.6666667,170,142.3333333,160.8333333,109.5833333,134.75,217.75,212,175.5833333,122.0833333,132,263.1666667,363.4166667,527.3333333,722,849.5,834.75,1065.333333,843.9166667,468.3333333,516.0833333,492.8333333,
295.0833333,271.5,167.8333333,122.5,133.9166667,148.6666667,205.75,104.0833333,82.16666667,131.6666667,186.9166667,162.1666667,213.6666667,622.75,481.3333333,425.6666667,452.75,480.0833333,336.4166667,190.8333333,222.4166667,340.6666667,151.4166667,187.0833333,215.9166667,180.1666667,142.8333333,217.5833333,167.0833333,102.0833333,217.5,265.3333333,294.5,249.8333333,140.4166667,358.1666667,388.4166667,466.8333333,504.5833333,373.9166667,410.3333333,407.5,559.4166667,389.9166667,529.5833333,549.6666667,363.5833333,424.25,
300.3333333,90.91666667,162.25,168.5,118.9166667,115.3333333,81.5,79.33333333,144.5833333,120.0833333,154.0833333,201,241.75,222.1666667,734.6666667,292.6666667,512.0833333,507.25,226.25,186.3333333,165.4166667,134,175.1666667,246.8333333,208.6666667,193.3333333,89.33333333,98.41666667,121.0833333,194.6666667,442.8333333,355.1666667,381.9166667,557.6666667,367.0833333,343,360.1666667,281.1666667,419.8333333,465.25,1005.833333,673.6666667,457.75,402.1666667,306.8333333,252.3333333,336.9166667,366.5833333,
250.5833333,158.4166667,101.5,115.9166667,145,144.8333333,124.5833333,105.5,113.0833333,95.08333333,122.6666667,314.1666667,487.4166667,780.1666667,550,538.75,467.4166667,391,145.1666667,149.6666667,216.75,121.9166667,114.1666667,120.9166667,155.0833333,131.4166667,72.16666667,73.25,258.3333333,205.0833333,119.25,130,128.5833333,246.8333333,297.8333333,203.5833333,312.5833333,639.1666667,501.9166667,387.25,544,596.8333333,632.5,646.5,492.5,599.6666667,361.25,379.9166667,
